ФИО,Год поступления,Форма обучения,Средний балл аттестата,Общий балл,Специальность,Адрес регистрации,Телефон,Математика,Физика,Химия,Биология,История,Обществоведение,Русский язык,Иностранный язык,Информатика
Смирнов Галина Дмитриевна,2021,бюджет,8.867854273354855,331.9239662869412,Лингвистика,"г. Полоцк, ул. Гагарина, д. 86",+375296174418,68.69449759820364,64.8869447487325,62.91576452366004,54.702505607839676,78.38483843461691,55.56897884791456,76.68460976269614,88.17597535607959,44.90186152080538
Петров Юлия Александровна,2021,бюджет,8.156080281841655,326.95746848694995,Информатика,"г. Барановичи, ул. Победы, д. 28",+375293302417,88.17115067339866,73.81931473008922,28.172176514871083,50.882670193583515,79.45491819841664,59.656979065516765,45.01046651557634,52.42837618157674,83.40620026504553
Иванов Виктор Михайлович,2021,бюджет,6.982055624738342,279.28955192026325,Биология,"г. Лида, ул. Советская, д. 17",+375297378822,72.61067900830305,54.49763382277969,71.08241850956178,65.77589815501497,84.23063534204162,55.1651929618299,78.25737781238244,82.81974077883677,74.9746634722194
Николаев Ксения Юрьевна,2021,платное,7.189314031555107,282.4681659896975,Лингвистика,"г. Солигорск, ул. Ленина, д. 51",+375291709714,66.05595135504915,59.63706590413626,46.44447208904808,64.86538922582405,63.20960208840198,77.81519082692346,70.35382702701607,77.0115965587284,64.24931807319213
Романов Борис Евгеньевич,2021,бюджет,7.715498138327518,316.03061746407366,Юриспруденция,"г. Лида, ул. Гагарина, д. 52",+375298007741,68.80040702212912,52.876445150662136,73.06945946185866,39.81030479629877,76.26379579546412,94.38928999058285,44.995030130916376,68.22255029475149,67.70861774488372
Алексеев Алексей Вадимович,2021,бюджет,6.33056483439523,309.2561624418678,Биология,"г. Молодечно, ул. Фрунзе, д. 89",+375297070880,78.50630099273559,67.33780695221495,81.3472146856177,86.09699841956223,66.14727985392769,56.38113518072186,70.08860551804096,88.49822902342824,58.010493804261394
Федоров Василий Кириллович,2021,бюджет,6.977416355316188,311.735676777886,Физика,"г. Новополоцк, ул. Гагарина, д. 11",+375297639863,86.07080669286972,73.79618836046401,27.409956809789456,72.71132515725633,51.97007721069116,58.64200076543759,64.97970495853522,62.857495196685996,82.09451817139039
Алексеев Максим Вадимович,2021,платное,9.705820412154146,340.7310417523078,Биология,"г. Могилев, ул. Гагарина, д. 82",+375292913049,80.13105798176083,56.106799836241244,82.38810480887503,81.15367484013053,45.96841946933107,76.28973174262549,51.96054832328928,72.12086697421718,65.50930970102011
Лебедев Анастасия Сергеевна,2021,платное,9.55273604709831,307.31192608314814,Лингвистика,"г. Гродно, ул. Советская, д. 14",+375293456926,56.64801026442222,54.760248058227035,59.708705911684014,55.452303257485866,82.9994190194205,35.75534087345118,64.46317580853646,64.32197078420808,74.25461387960364
Кузнецов Юлия Сергеевна,2021,бюджет,8.701255311080569,323.28736558264467,Биология,"г. Могилев, ул. Советская, д. 99",+375299289908,73.95550781462528,57.46767415214984,75.70052163113182,86.6187830260819,46.089702987141386,63.57553474102178,74.62796444673644,67.51641254909768,62.843724248981154
Павлов Татьяна Юрьевна,2021,платное,9.077897344300856,263.89956471317737,Медицина,"г. Мозырь, ул. Фрунзе, д. 81",+375296303930,47.967677070007625,70.16812979296361,68.45924316872576,56.69367103143543,67.66803899287471,80.60487817744436,57.93827228058462,74.29311820804408,84.18417386982968
Павлов Елена Сергеевна,2021,бюджет,8.16178245124856,328.67988659259515,Математика,"г. Орша, ул. Фрунзе, д. 36",+375291942411,91.39964529371393,82.42127491071892,61.13150458352389,35.97051282154247,56.30906267805077,47.35130107025712,92.5641407624672,73.24114187567663,61.848072101767286
Павлов Роман Максимович,2021,платное,6.669094824151373,278.55637962254707,Экономика,"г. Гомель, ул. Ленина, д. 48",+375295816353,75.43602446372454,85.4257656064613,50.66025957398322,62.91911182855864,48.86294121452927,61.79977488779294,50.82346363642072,74.62963202951588,53.5604666322411
Андреев Вадим Романович,2021,платное,9.108540535227773,304.3829200934643,Физика,"г. Жлобин, ул. Мира, д. 60",+375291688246,60.93682536328166,74.16894427371305,37.42919438953497,71.40083945534404,61.23659629401755,38.13672750802604,55.36186384425205,48.71765391614125,78.19174510419181
Макаров Светлана Васильевна,2021,целевое,7.525573978406331,286.6160878964441,Медицина,"г. Мозырь, ул. Гагарина, д. 61",+375299411547,56.248275303542556,61.72539118721126,73.3986720443336,81.71340076450466,63.19794942356533,48.72046002391771,55.214190965000725,48.05961214794766,76.14010707897897
Смирнов Дарья Евгеньевна,2021,целевое,8.574045976891338,334.23300872059656,Математика,"г. Могилев, ул. Гагарина, д. 83",+375293895058,94.01190685753008,74.39339186185379,49.37389849634306,37.294284110807595,32.95290485616083,36.23796085491765,64.00689976517225,80.08725023229934,36.282139469518
Павлов Дарья Никитична,2021,бюджет,6.31538456741858,282.67986288892996,Информатика,"г. Жлобин, ул. Гагарина, д. 21",+375297105194,70.1693894831656,76.4679301198555,84.18330942383136,73.45258973798298,55.97204028141252,46.63211661877069,27.722768980060422,49.212700211363696,72.88869761172306
Егоров Валерия Евгеньевна,2021,целевое,7.522619547533817,317.4423560975719,Экономика,"г. Гомель, ул. Фрунзе, д. 81",+375296614484,73.68743032907695,61.15277824438152,56.627160272878825,50.249961287648105,62.529820079500915,79.41940649569409,43.64401383835731,89.10932379746271,58.521178015736076
Захаров Ольга Игоревна,2021,бюджет,7.250259771272952,306.5846033514855,Физика,"г. Орша, ул. Победы, д. 93",+375293522845,82.08214423256557,77.33216131263502,74.29704950869868,64.30686247802737,50.81343938039343,65.42255287809152,42.844106890190076,61.62839558664785,74.6677000935554
Лебедев Дмитрий Дмитриевич,2021,бюджет,8.012633234246021,284.9024573366663,Экономика,"г. Новополоцк, ул. Советская, д. 77",+375292421349,73.71462488561069,31.772264317535413,51.76912638388558,61.39267351711672,62.397845879961004,64.72324859074041,78.98561761297051,66.33825151785499,74.54185800790106
Григорьев Юрий Борисович,2021,платное,7.812386206525465,293.91676238535183,Биология,"г. Жлобин, ул. Ленина, д. 83",+375298103580,68.53772690156197,86.62966338914268,63.0636316824352,84.19154173610002,75.00873477064468,49.94069686385033,80.88697950096493,56.24930228101571,64.33040443919785
Волков Анна Вадимовна,2021,бюджет,7.007022854454498,329.7061443850189,Лингвистика,"г. Барановичи, ул. Победы, д. 99",+375299158272,57.98536887794178,72.16212409739673,71.9023308082832,33.772020401427284,88.04340242878152,35.062620179464886,85.32546204341658,86.26705136827583,43.63550354677203
Кузнецов Владимир Андреевич,2021,бюджет,6.532955920204573,283.98877499802234,Химия,"г. Орша, ул. Фрунзе, д. 13",+375299517619,63.94295331514064,56.77618454566897,71.91965715814258,82.7966053226934,79.65463119179412,80.93525716184934,51.567479601325466,56.86167189383208,34.74842711668575
Петров Мария Юрьевна,2021,платное,7.482657274946065,295.7070904252958,Лингвистика,"г. Мозырь, ул. Фрунзе, д. 80",+375293198638,74.47277449646187,84.23374235322348,41.48476692180117,51.11303611270659,74.73594243041073,64.2024173822941,66.90396480078354,79.2406104446409,52.89240979393626
Попов Евгений Романович,2021,бюджет,7.145423618365007,297.1208703256075,Психология,"г. Брест, ул. Кирова, д. 57",+375291733037,80.462842480037,60.09633404716407,53.45421164210147,73.90390196074169,58.67455561191997,71.29988970117873,56.11805905999346,83.97970755757075,68.41379171911858
Павлов Михаил Романович,2021,бюджет,7.6715317137164485,293.85179026612695,Юриспруденция,"г. Орша, ул. Фрунзе, д. 96",+375298531761,70.45431606766104,54.99270765365985,77.59686956379961,65.54463288297141,73.92697855995772,79.47716925810278,36.43685771897251,63.73232531090195,42.091124904014166
Яковлев Роман Михайлович,2021,платное,6.933491306763447,323.0490188263375,Химия,"г. Барановичи, ул. Победы, д. 87",+375298391997,92.32514999485092,93.46950219288948,81.38051101440757,80.00844474944456,32.984133987708915,51.859893003989676,48.183243721376414,50.68728602623326,57.47784272122816
Степанов Валерия Никитична,2021,платное,9.850016945064713,295.37220973060266,Медицина,"г. Лида, ул. Советская, д. 26",+375293321942,55.20700189624212,71.218653841763,64.27256974260193,77.39246864111149,91.1112400462496,46.20923112620365,22.045687158805052,55.70993667179834,76.51439452497857
Романов Елена Ивановна,2021,бюджет,7.617579784165074,283.1677137862847,Биология,"г. Речица, ул. Ленина, д. 92",+375299655523,62.70450405547583,67.45048834854782,70.34689543219946,73.94051645695865,99.66515020525551,37.4554450740727,63.8060949224186,67.01539757648149,76.2867948740902
Морозов Евгений Максимович,2021,бюджет,7.438327531693816,309.80779754548297,Физика,"г. Жлобин, ул. Советская, д. 56",+375292538698,78.08050539504103,71.08351432578209,64.0369041186766,54.85211586753884,69.32357834784077,54.45584495934549,65.6565059085328,59.56105779472532,86.26050250772168
Иванов Анастасия Кирилловна,2021,платное,7.767886696954991,269.3535558923667,Химия,"г. Гомель, ул. Мира, д. 65",+375297274032,57.26967531793119,78.92882251070988,65.94267699137382,68.46233661351181,51.065080589347616,80.61657139756227,27.964886790319568,100.0,75.84085213599077
Лебедев Вадим Викторович,2021,бюджет,8.860524116240477,324.71968129953586,Химия,"г. Минск, ул. Победы, д. 13",+375296625238,74.45105999383713,64.28331112286486,80.21122428379338,81.45215585950056,68.33406699005172,61.34371021882873,57.03992369539011,57.730900745197324,57.07637579470978
Григорьев Павел Михайлович,2021,бюджет,7.988462744549442,290.8915729428888,Математика,"г. Гродно, ул. Фрунзе, д. 91",+375298870361,80.93556722280861,45.59611365335719,69.83851164794642,62.92104292078162,59.71936865331154,54.17222320366671,76.86169079979021,84.47526462122858,48.40683498264586
Иванов Вадим Владимирович,2021,платное,8.018307053608728,297.8232656686024,Медицина,"г. Барановичи, ул. Фрунзе, д. 20",+375299854536,65.28343265458714,39.305727528166045,68.73282775410036,83.62393472382759,74.2968756806413,67.6962813014594,70.87643680271995,67.74267430672438,50.37777607165572
Федоров Павел Дмитриевич,2021,бюджет,6.606116826232261,296.45840620862555,Юриспруденция,"г. Витебск, ул. Ленина, д. 31",+375298043503,72.00614287841523,71.31436994720362,77.83370057211964,70.62455770801596,78.51448207541583,85.70150238316427,59.6021811112641,66.18125348772283,57.553995540843545
Григорьев Виктор Михайлович,2022,бюджет,8.62508416515187,303.55238067911387,Психология,"г. Речица, ул. Ленина, д. 81",+375299646569,68.24821725025619,57.83221993926723,48.11370118500058,71.9203847036096,31.595779995693213,77.13293707372938,60.01808213043336,47.74367053397714,69.88868502648607
Волков Дмитрий Кириллович,2022,бюджет,6.012889926175833,257.7160082192519,Психология,"г. Минск, ул. Гагарина, д. 46",+375295035998,58.924401356310256,48.55912832150679,48.46286475319053,65.60096898891135,72.44212262897622,73.06173861227197,56.03227738034084,29.942064533898698,69.53127045313839
Степанов Вадим Иванович,2022,бюджет,6.910036577241543,283.44998353142455,Психология,"г. Могилев, ул. Гагарина, д. 70",+375299511546,75.59932630266329,64.16065406937288,80.40987893757976,61.91179600880888,14.707317662687622,76.83849544753694,87.0076677226628,78.58419529409156,63.14489122911939
Романов Валерия Михайловна,2022,платное,5.377108914133059,288.2077116310321,Лингвистика,"г. Гомель, ул. Кирова, д. 50",+375297262974,72.10683894955966,45.39680700443297,67.14536654034329,67.5820523874994,85.6020990749888,100.0,78.92415967178766,69.91036374292501,59.616385317120084
Яковлев Анастасия Андреевна,2022,платное,7.686228820630775,291.1978216364085,Биология,"г. Солигорск, ул. Советская, д. 94",+375292739191,68.05286868910942,53.86076342830344,69.75911602065408,76.52354872033722,47.66370101426699,76.81546000986707,60.00310597377295,59.860495182920786,55.081579252306234
Кузнецов Юрий Алексеевич,2022,платное,7.732307893641053,299.3442226981052,Психология,"г. Солигорск, ул. Гагарина, д. 44",+375293937508,83.25098264667635,46.9930467643365,50.12825266387115,71.96273971223336,39.811936147901775,66.80742140278502,52.85668689683011,73.11583771069091,63.938419935028875
Макаров Елена Вадимовна,2022,целевое,8.61145848268991,322.49599541854275,Медицина,"г. Гродно, ул. Ленина, д. 92",+375298678589,83.50897962167971,57.93942317400905,78.9046484992889,73.96778247067503,63.980435240994424,51.25862013582627,23.417742625853563,57.985812567205436,81.3412220414991
Яковлев Андрей Васильевич,2022,бюджет,6.9597728821783065,315.2185481289469,Информатика,"г. Гомель, ул. Победы, д. 40",+375299646701,84.6539748459117,87.36130721806218,61.32986386442156,62.959735611083936,50.73522156848475,55.25890715959425,69.23656724656712,78.05826655753225,73.60553724319
Козлов Наталья Владимировна,2022,целевое,9.242961041364895,298.23931447141683,Юриспруденция,"г. Гомель, ул. Фрунзе, д. 83",+375294206183,60.00791938284896,69.01810123393672,38.34217775799687,25.557285702941428,69.49463150508416,62.79287574085841,52.37789703529034,73.52219681182528,53.2012738646548
Романов Артем Сергеевич,2022,бюджет,8.481467589630034,307.9158638049499,Биология,"г. Мозырь, ул. Победы, д. 16",+375297174337,78.2674476460232,64.50711539416243,81.22207144043402,63.61166882219231,75.58667681130403,58.863535701968104,70.05720925861819,43.92214150439767,36.693618509759034
Семенов Дарья Евгеньевна,2022,платное,8.223824917298812,318.1547790329583,Юриспруденция,"г. Брест, ул. Мира, д. 89",+375299347057,65.64614289146274,46.46922668463735,46.95505378087958,76.88152176622154,63.10588107132672,91.42672953255963,46.49068898028197,81.38391925608383,55.07072286376523
Морозов Мария Андреевна,2022,целевое,7.270766684879797,277.190897416855,Экономика,"г. Лида, ул. Ленина, д. 56",+375294027557,69.55885997885807,57.558106408915584,60.61378763093582,44.96718816327791,71.11236518130188,69.86786433528415,56.571001269899725,65.05650625391488,21.564995118070343
Сидоров Василий Евгеньевич,2022,бюджет,8.36182287084952,308.17797643021595,Лингвистика,"г. Орша, ул. Победы, д. 58",+375298149041,96.18923132419374,71.76906431847036,59.71109430398408,56.05663756187599,75.22465892812046,68.20678672762816,63.19187184691155,86.14321694668872,70.73071973161866
Павлов Анастасия Алексеевна,2022,платное,5.738969681097072,302.46082229095975,Математика,"г. Солигорск, ул. Гагарина, д. 56",+375295606274,79.38475738809727,75.1961665769399,70.09291853950229,68.87721200612067,54.68938933588464,51.39597340654649,61.527844428929804,90.49020151495188,41.41339386519149
Лебедев Вероника Никитична,2022,бюджет,5.528173426614999,281.40567209558486,Информатика,"г. Брест, ул. Ленина, д. 19",+375298351320,76.64760841236517,75.50887701856018,62.60012496555612,63.659297968627506,56.65196618047792,82.34795157903123,35.98644032285227,47.57254462829631,73.96745239850952
Борисов Михаил Сергеевич,2022,бюджет,8.16922927287015,334.36488829169866,Информатика,"г. Солигорск, ул. Победы, д. 50",+375291543335,73.24145595567929,91.61470165728018,60.313297324439425,63.460513585780255,41.097528522411295,50.75457887940784,54.37205429514094,55.23427354865649,87.81643795003768
Лебедев Дарья Ивановна,2022,бюджет,8.0596300493356,295.73226939091967,Психология,"г. Молодечно, ул. Фрунзе, д. 10",+375293310140,63.88542043062968,63.697571676480074,67.47332622745178,86.40149038521267,83.70811029852561,64.84905808172131,47.83713733184493,41.136332116280755,56.48970211339528
Макаров Сергей Владимирович,2022,бюджет,7.508159813471997,277.5009646361964,Лингвистика,"г. Борисов, ул. Ленина, д. 4",+375294121368,74.81001774883653,58.86073464536216,55.202287151177345,62.27636988373111,66.64857098369977,91.3430808254216,58.923389728819416,76.84740578895725,90.35409328844459
Смирнов Ольга Владимировна,2022,платное,8.206263923724864,317.0868168163749,Медицина,"г. Пинск, ул. Кирова, д. 58",+375294599894,73.09960964998506,54.63831865784359,73.19608318237592,88.7284847467653,26.822071330057398,83.00150551944489,38.64064271324783,56.00021506148378,53.56133369552008
Васильев Ирина Артемовна,2022,бюджет,8.085446741845288,269.6216620757212,Психология,"г. Гродно, ул. Фрунзе, д. 10",+375298584017,59.01875648116253,66.93258999122914,90.36464434930278,61.368259954071895,62.84559251415593,68.3801782220339,66.38830809289554,60.28721666123628,50.37769636433536
Сидоров Дарья Юрьевна,2022,платное,7.499149686508025,319.6820735335313,Математика,"г. Мозырь, ул. Кирова, д. 45",+375292089496,93.04348109786743,73.09096208272702,70.79636913222274,40.60090563193255,45.65345434772987,67.08609416820566,82.26174042803947,78.5561334878566,55.30412954215269
Романов Роман Вадимович,2022,платное,7.203569159104804,287.30674660678886,Лингвистика,"г. Брест, ул. Фрунзе, д. 47",+375299535505,41.243883990454236,69.0677298953305,73.23499593485114,53.218645007503795,70.29957852240499,63.98817344478073,70.63280263959405,74.33867385374178,91.49582683749773
Яковлев Игорь Борисович,2022,бюджет,8.709016427804306,314.13644074064916,Химия,"г. Борисов, ул. Фрунзе, д. 64",+375291440972,71.41659847978778,50.286872915472614,82.44191971499937,73.18775826781896,50.25940442517861,79.81956048409518,81.29404506770456,50.99364651391942,32.00190072959076
Павлов Анна Олеговна,2022,платное,8.323582148348041,299.1577702225792,Экономика,"г. Гродно, ул. Гагарина, д. 12",+375292103070,68.15370174239996,71.85938398744153,30.448442734322466,73.38896007448963,41.83242106078828,82.30764119066525,60.21409601754651,65.46060580603356,53.894455306098294
Степанов Елена Кирилловна,2022,бюджет,8.605980134309352,316.2407356022902,Биология,"г. Лида, ул. Фрунзе, д. 74",+375292237331,76.05894453115235,68.76619470708727,94.76440584515485,59.357583882889486,84.25818862452937,61.565339062848196,46.51823927515308,40.04529561391515,57.163194138344494
Павлов Борис Максимович,2022,целевое,7.738737776155793,312.0158179234455,Математика,"г. Жлобин, ул. Победы, д. 17",+375294052834,73.72450879622465,90.11154930247348,38.23236464922662,59.81866578230918,41.214098333803214,65.45447823937452,73.3033108514595,70.79238206318946,20.936792150592986
Григорьев Артем Артемович,2022,бюджет,7.402172792278025,310.6285792489221,Математика,"г. Жлобин, ул. Советская, д. 39",+375293762487,79.3673855173351,79.04294754961698,78.53673287733231,43.93419480526427,70.20324158175674,77.88761268716962,33.32118623990225,78.19651825918977,52.43730253488493
Лебедев Максим Никитич,2022,бюджет,8.055109551424742,292.6676343569087,Математика,"г. Орша, ул. Фрунзе, д. 11",+375295204459,78.47676483538336,70.12771435886448,49.86437881257582,60.512286262320366,43.69131091705796,43.712623066722216,70.19059924434755,63.51205964841344,69.99468751363818
Морозов Ольга Борисовна,2022,платное,9.206843834038208,301.93980977155303,Химия,"г. Орша, ул. Гагарина, д. 69",+375292567468,57.741932712094034,49.83653021496517,86.94109403047372,65.18834468860318,53.033936065359185,66.93091339877844,71.75085763923893,56.22691670933256,51.03734707962538
Орлов Татьяна Борисовна,2022,платное,5.696303637888219,291.85856045166764,Лингвистика,"г. Брест, ул. Кирова, д. 80",+375296664316,86.08349495696368,74.68287076172693,61.27977213847536,47.8760141753861,66.69555593443435,67.83771157898636,79.18398220888683,89.01598592946429,69.75675138804209
Сидоров Алексей Алексеевич,2022,бюджет,8.565186511048603,348.67334335023213,Психология,"г. Пинск, ул. Кирова, д. 27",+375297989166,85.51947617722918,45.02909059028381,54.24043092071473,77.50200206251695,89.93501234675946,100.0,69.10084588704274,57.25205071919418,68.01758472720826
Макаров Ирина Олеговна,2022,платное,6.179814920433966,292.78476994582627,Психология,"г. Орша, ул. Кирова, д. 39",+375299102469,71.79332374442808,86.92817033868484,63.45106138787103,79.97743089091394,69.98886378081693,79.21586610614456,72.58410750704418,50.741202201796156,51.62547369080954
Волков Вероника Максимовна,2022,платное,8.518922532891773,335.9068906301143,Химия,"г. Могилев, ул. Кирова, д. 8",+375293652149,79.39501230620226,71.6840475526817,79.57772866151886,91.74492433347538,59.9160597175643,70.03112483388769,43.624486857910284,54.193504462883986,70.43306636348666
Васильев Екатерина Евгеньевна,2022,бюджет,6.707614632631864,270.3874473748026,Медицина,"г. Гродно, ул. Победы, д. 92",+375296357240,72.06033052335818,58.926011222129,59.821262533191906,71.42970799193391,73.35574745279679,68.6280752415985,67.50998582071814,60.746605307714404,60.105947379422645
Борисов Владимир Иванович,2022,целевое,7.029584832097044,304.6279020001015,Экономика,"г. Жлобин, ул. Гагарина, д. 14",+375296353876,81.98828420202534,66.31459416584084,67.380282719892,52.10947735998629,27.699856201931333,85.97152711753695,52.81743815987394,66.37224235956879,70.4021836787099
Павлов Олег Викторович,2022,бюджет,7.990383373776805,308.6793336982337,Химия,"г. Гродно, ул. Ленина, д. 7",+375295868949,85.59936384046622,69.25508924365046,81.83569323200477,61.340442887994655,78.179159780796,63.91875796850784,54.460842911306955,62.15082701013377,33.356471506525196
Федоров Виктория Вадимовна,2022,платное,8.982973944008327,306.8008030263909,Юриспруденция,"г. Мозырь, ул. Гагарина, д. 93",+375296246485,44.559427377268925,39.70994571234698,37.16461220673163,76.69032562484888,68.70736606307212,90.337277099165,51.96297805421553,57.92642042407053,43.25213340077011
Степанов Ирина Максимовна,2022,платное,7.812336607899463,308.1823939198313,Химия,"г. Полоцк, ул. Победы, д. 64",+375291388833,73.44101822063332,51.77569055264099,76.60018225852788,80.01782736167544,76.76098223853691,81.7274884483939,54.60347031316371,40.10928470876942,53.79802258315086
Павлов Ксения Викторовна,2022,целевое,8.742299201668503,302.1158777168764,Физика,"г. Барановичи, ул. Гагарина, д. 46",+375291816348,65.3624107378939,65.42849085104957,65.15681822324828,59.270214726443236,60.4919549311738,48.62256997949896,56.54398928691349,46.136502835975435,83.90198411124787
Григорьев Юлия Сергеевна,2022,бюджет,7.5832132044435,275.1478181141194,Информатика,"г. Полоцк, ул. Победы, д. 69",+375291137194,56.53812137761906,65.7048913980759,37.55206117364881,50.249640983896526,58.748430453144586,38.255321704522046,46.1721028031203,44.94063941877752,77.07267329398944
Соловьев Никита Иванович,2022,бюджет,6.122084053496858,288.88563926790596,Физика,"г. Новополоцк, ул. Победы, д. 6",+375297720644,67.78262446662747,76.76820872139398,51.79979873119102,55.9251733451092,85.10178135447805,80.10691577685522,40.506281446086035,72.44598626818762,83.11396554491591
Лебедев Игорь Олегович,2022,платное,5.908233446026701,311.55638929122256,Информатика,"г. Орша, ул. Ленина, д. 50",+375299460003,83.1877764375486,90.37931918412554,43.16182790633379,46.237457684786044,75.26492200265254,64.07242966238472,68.27214412859286,65.10883824600745,78.90695920928144
Григорьев Олег Романович,2022,платное,7.0991073228240715,303.7355733556363,Медицина,"г. Витебск, ул. Советская, д. 13",+375297608607,85.47317706621448,77.54384988641661,72.70609255931973,74.56523050186138,37.03338746166417,67.71382134026753,68.58086162571216,59.067134745010335,76.86530039805754
Николаев Юрий Иванович,2022,платное,5.572107479113585,290.9323364761533,Экономика,"г. Гродно, ул. Советская, д. 78",+375299541658,80.646059258936,44.705034919618264,59.64671773688643,57.384686131457464,63.37961883061412,71.30473071166641,58.027911064924986,83.26047171441506,53.44853644142674
Петров Андрей Борисович,2022,платное,6.6713507372204885,286.9745538168388,Юриспруденция,"г. Мозырь, ул. Фрунзе, д. 61",+375299712957,86.24375856308131,80.72181118035729,40.616059573415725,70.34561707867792,69.97025229448657,77.6348721533106,64.4133619352024,72.65592199683678,48.24351501620406
Кузнецов Ксения Евгеньевна,2022,бюджет,8.06640272510313,288.6727253046178,Медицина,"г. Мозырь, ул. Советская, д. 51",+375296020319,65.83808084518758,47.522666876543326,74.32821709950645,67.84240010889248,70.2307809856893,82.30869233003891,51.29920137944936,63.591067508030655,67.495276654544
Николаев Ксения Михайловна,2022,бюджет,7.2488234165047665,294.74407099360303,Психология,"г. Орша, ул. Мира, д. 3",+375297180018,75.75955267916088,71.14023627539584,67.23373429020985,62.62337577672702,73.03734096583909,83.87290837266742,48.550708437321276,60.56906753171403,70.24993489216604
Орлов Виктория Дмитриевна,2022,платное,8.331502347637933,340.79303563851124,Экономика,"г. Минск, ул. Гагарина, д. 61",+375295454861,85.72978047766011,95.45808741929042,48.210209510475266,39.28433095269338,64.55727893407314,82.21562505126144,56.53700439232846,89.53260663321035,39.92091300415127
Орлов Артем Михайлович,2022,платное,5.196392212562813,271.83462691000375,Психология,"г. Брест, ул. Гагарина, д. 81",+375297378535,68.94139179241107,85.79066859310944,89.88773029752177,67.33343412216652,51.7566429613713,83.59587886979801,54.19304025315728,59.318831731016424,60.38082630813615
Петров Михаил Павлович,2022,платное,7.908061553482669,294.2473586482842,Математика,"г. Витебск, ул. Советская, д. 3",+375298399399,74.86162253905762,68.10272225935826,52.60315766400342,81.65448005203221,41.152396585811154,72.19807780121965,55.81555604502287,72.20239831504166,71.85557844077567
Зайцев Виктория Васильевна,2022,бюджет,5.913050451907716,294.02932499885077,Экономика,"г. Лида, ул. Гагарина, д. 100",+375298912226,80.70612997219531,74.52276990799291,55.030374252250155,50.81644898238375,43.72274210163303,66.74589470021044,100.0,87.44679580736786,39.733884506879676
Васильев Мария Олеговна,2022,платное,6.478312278887624,297.7764350740889,Информатика,"г. Мозырь, ул. Кирова, д. 62",+375299816043,79.81866061718492,80.47264797377967,68.23325752976046,56.175663096694535,58.118186099956496,64.91819286239036,61.28839509439996,26.71049440878697,72.70200369424806
Павлов Иван Олегович,2022,бюджет,6.142933877608901,306.5427386001104,Юриспруденция,"г. Мозырь, ул. Гагарина, д. 46",+375295435261,62.62817128362768,100.0,65.51222498211456,55.297054707414034,84.21801501977252,79.82687887209212,66.30141735677762,81.06850593215671,90.84815347244312
Морозов Михаил Олегович,2022,бюджет,7.565920933199818,293.2577658428727,Психология,"г. Орша, ул. Советская, д. 39",+375295848684,79.73632076811454,46.10428305027692,68.33268969513372,65.81313488513905,53.73949779592373,72.04910085762094,74.63725079017064,73.7768166591362,41.31423935330423
Алексеев Ирина Михайловна,2022,платное,10.0,312.6492030637064,Химия,"г. Солигорск, ул. Гагарина, д. 93",+375295587856,67.90420145250827,41.12242633986998,72.8298294957563,71.9151721154418,96.40074729518284,66.49439738041045,39.33573748868644,51.52838993743587,75.32074943144097
Семенов Наталья Игоревна,2022,бюджет,8.609124167445396,317.8372020795012,Биология,"г. Солигорск, ул. Фрунзе, д. 19",+375295872986,59.140166877620416,31.801134222914325,93.70965175371782,78.89614177370903,46.9756090218545,68.01943629183653,20.463783914746834,60.050632598957414,64.91731759264628
Лебедев Вадим Максимович,2022,бюджет,7.218455316051103,296.4869764181859,Информатика,"г. Пинск, ул. Кирова, д. 62",+375294590102,64.86104047707462,75.8568716140336,46.11863060910619,63.830756335114756,46.56980516455464,53.87848741259669,45.062769078146566,69.76704362735485,83.58451116656666
Николаев Олег Владимирович,2022,платное,9.610344581034159,317.98701310945654,Химия,"г. Гродно, ул. Ленина, д. 79",+375295014486,75.38237994960028,38.27112878049684,72.00323351993212,74.49795382958256,99.31189636544963,43.320494613387545,81.96265858128656,74.95288160198712,64.20954606735205
Федоров Мария Сергеевна,2022,бюджет,7.423770510461574,314.6632421246952,Химия,"г. Борисов, ул. Ленина, д. 13",+375297934046,78.72105472606863,65.83738793501894,74.46879346982455,87.23568882418627,76.44703850716326,50.614840687556814,40.211292081018485,56.955290439065145,47.99942153403531
Захаров Василий Борисович,2022,платное,6.909717062992554,286.1154955597156,Экономика,"г. Минск, ул. Гагарина, д. 21",+375297826774,87.37438134684139,53.14047517369815,59.35764928032638,60.87034102212593,72.72646323307927,52.53110666015395,50.89949557852055,77.11283692279473,78.00118434640292
Борисов Игорь Дмитриевич,2022,бюджет,9.029850049534467,278.282682955766,Медицина,"г. Мозырь, ул. Победы, д. 83",+375291992583,56.23447293958126,69.29567168949204,68.6463761117437,63.103333409096386,50.63481915430164,57.232119635162256,50.92883003192681,26.916509143513963,73.45599295330697
Николаев Максим Алексеевич,2022,платное,9.24698678657612,317.1810351210605,Физика,"г. Брест, ул. Мира, д. 23",+375291609681,81.51521991339506,63.62314329575183,56.97762699078723,59.90218027155813,68.98191584342865,70.02510733077122,48.987393018322564,61.22993334620341,79.57280404615241
Соловьев Иван Дмитриевич,2022,платное,6.924608439120908,296.71186597445865,Юриспруденция,"г. Гомель, ул. Ленина, д. 39",+375292800206,70.56759809737085,71.83585031063278,61.257399418940416,81.15688717805256,79.09762795959497,66.3891208982643,81.05054955187786,81.97903272539028,53.354339683072766
